,wordCount,label
783,124,acq
784,236,acq
785,238,acq
786,26,acq
787,503,acq
788,28,acq
789,24,acq
790,75,acq
791,256,acq
792,400,acq
793,22,acq
794,308,acq
795,94,acq
796,192,acq
797,104,acq
798,353,acq
799,197,acq
800,263,acq
801,534,acq
802,79,acq
803,65,acq
804,105,acq
805,94,acq
806,30,acq
807,149,acq
808,124,acq
809,61,acq
810,110,acq
811,42,acq
812,52,acq
813,42,acq
814,174,acq
815,20,acq
816,112,acq
817,42,acq
818,115,acq
819,150,acq
820,62,acq
821,134,acq
822,48,acq
823,110,acq
824,120,acq
825,118,acq
826,192,acq
827,130,acq
828,80,acq
829,84,acq
830,51,acq
831,63,acq
832,65,acq
833,146,acq
834,80,acq
835,194,acq
836,85,acq
837,109,acq
838,85,acq
839,129,acq
840,76,acq
841,140,acq
842,108,acq
843,678,acq
844,26,acq
845,337,acq
846,198,acq
847,120,acq
848,149,acq
849,90,acq
850,58,acq
851,105,acq
852,129,acq
853,30,acq
854,443,acq
855,151,acq
856,65,acq
857,57,acq
858,92,acq
859,195,acq
860,415,acq
861,59,acq
862,65,acq
863,44,acq
864,66,acq
865,115,acq
866,24,acq
867,130,acq
868,404,acq
869,238,acq
870,680,acq
871,134,acq
872,232,acq
873,108,acq
874,197,acq
875,131,acq
876,735,acq
877,81,acq
878,321,acq
879,307,acq
880,268,acq
881,142,acq
882,137,acq
883,244,acq
884,112,acq
885,104,acq
886,72,acq
887,70,acq
888,242,acq
889,210,acq
890,24,acq
891,492,acq
892,36,acq
893,371,acq
894,214,acq
895,196,acq
896,92,acq
897,333,acq
898,104,acq
899,56,acq
900,134,acq
901,199,acq
902,125,acq
903,185,acq
904,58,acq
905,102,acq
906,118,acq
907,69,acq
908,103,acq
909,77,acq
910,110,acq
911,128,acq
912,88,acq
913,128,acq
914,32,acq
915,53,acq
916,55,acq
917,24,acq
918,529,acq
919,1026,acq
920,191,acq
921,130,acq
922,127,acq
923,83,acq
924,162,acq
925,98,acq
926,118,acq
927,52,acq
928,355,acq
929,184,acq
930,58,acq
931,59,acq
932,125,acq
933,90,acq
934,28,acq
935,193,acq
936,97,acq
937,43,acq
938,250,acq
939,252,acq
940,65,acq
941,67,acq
942,24,acq
943,61,acq
944,402,acq
945,68,acq
946,120,acq
947,117,acq
948,112,acq
949,185,acq
950,89,acq
951,154,acq
952,78,acq
953,135,acq
954,28,acq
955,542,acq
956,26,acq
957,133,acq
958,137,acq
959,117,acq
960,76,acq
961,206,acq
962,42,acq
963,208,acq
964,38,acq
965,180,acq
966,114,acq
967,112,acq
968,164,acq
969,139,acq
970,83,acq
971,128,acq
972,474,acq
973,111,acq
974,26,acq
975,122,acq
976,122,acq
977,28,acq
978,183,acq
979,291,acq
980,134,acq
981,125,acq
982,22,acq
983,72,acq
984,171,acq
985,97,acq
986,164,acq
987,93,acq
988,42,acq
989,111,acq
990,183,acq
991,115,acq
992,91,acq
993,97,acq
994,79,acq
995,108,acq
996,97,acq
997,164,acq
998,91,acq
999,16,acq
1000,82,acq
1001,108,acq
1002,28,acq
1003,142,acq
1004,114,acq
1005,121,acq
1006,115,acq
1007,231,acq
1008,80,acq
1009,120,acq
1010,74,acq
1011,46,acq
1012,83,acq
1013,290,acq
1014,379,acq
1015,171,acq
1016,77,acq
1017,213,acq
1018,34,acq
1019,20,acq
1020,477,acq
1021,370,acq
1022,54,acq
1023,66,acq
1024,39,acq
1025,142,acq
1026,215,acq
1027,112,acq
1028,77,acq
1029,765,acq
1030,98,acq
1031,440,acq
1032,81,acq
1033,123,acq
1034,58,acq
1035,132,acq
1036,36,acq
1037,119,acq
1038,55,acq
1039,106,acq
1040,250,acq
1041,101,acq
1042,97,acq
1043,225,acq
1044,77,acq
1045,231,acq
1046,109,acq
1047,72,acq
1048,115,acq
1049,113,acq
1050,97,acq
1051,90,acq
1052,107,acq
1053,106,acq
1054,108,acq
1055,86,acq
1056,162,acq
1057,90,acq
1058,32,acq
1059,289,acq
1060,340,acq
1061,624,acq
1062,67,acq
1063,141,acq
1064,629,acq
1065,380,acq
1066,273,acq
1067,248,acq
1068,229,acq
1069,220,acq
1070,79,acq
1071,137,acq
1072,117,acq
1073,98,acq
1074,121,acq
1075,22,acq
1076,193,acq
1077,34,acq
1078,39,acq
1079,115,acq
1080,122,acq
1081,132,acq
1082,133,acq
1083,106,acq
1084,230,acq
1085,128,acq
1086,55,acq
1087,69,acq
1088,109,acq
1089,774,acq
1090,87,acq
1091,22,acq
1092,51,acq
1093,52,acq
1094,173,acq
1095,116,acq
1096,129,acq
1097,54,acq
1098,83,acq
1099,131,acq
1100,61,acq
1101,118,acq
1102,120,acq
1103,270,acq
1104,50,acq
1105,101,acq
1106,123,acq
1107,174,acq
1108,114,acq
1109,41,acq
1110,213,acq
1111,90,acq
1112,148,acq
1113,90,acq
1114,114,acq
1115,100,acq
1116,231,acq
1117,198,acq
1118,125,acq
1119,71,acq
1120,117,acq
1121,113,acq
1122,61,acq
1123,103,acq
1124,117,acq
1125,398,acq
1126,125,acq
1127,262,acq
1128,79,acq
1129,107,acq
1130,157,acq
1131,81,acq
1132,242,acq
1133,48,acq
1134,82,acq
1135,178,acq
1136,55,acq
1137,170,acq
1138,54,acq
1139,123,acq
1140,59,acq
1141,153,acq
1142,139,acq
1143,38,acq
1144,67,acq
1145,68,acq
1146,124,acq
1147,66,acq
1148,100,acq
1149,226,acq
1150,130,acq
1151,130,acq
1152,404,acq
1153,118,acq
1154,51,acq
1155,109,acq
1156,133,acq
1157,258,acq
1158,153,acq
1159,57,acq
1160,61,acq
1161,52,acq
1162,88,acq
1163,22,acq
1164,84,acq
1165,347,acq
1166,100,acq
1167,85,acq
1168,70,acq
1169,122,acq
1170,73,acq
1171,108,acq
1172,108,acq
1173,59,acq
1174,77,acq
1175,133,acq
1176,127,acq
1177,53,acq
1178,110,acq
1179,75,acq
1180,95,acq
1181,70,acq
1182,16,acq
1183,115,acq
1184,73,acq
1185,32,acq
1186,186,acq
1187,204,acq
1188,85,acq
1189,97,acq
1190,42,acq
1191,54,acq
1192,62,acq
1193,93,acq
1194,109,acq
1195,103,acq
1196,113,acq
1197,208,acq
1198,106,acq
1199,213,acq
1200,203,acq
1201,90,acq
1202,80,acq
1203,45,acq
1204,87,acq
1205,67,acq
1206,129,acq
1207,145,acq
1208,188,acq
1209,140,acq
1210,142,acq
1211,80,acq
1212,59,acq
1213,113,acq
1214,51,acq
1215,64,acq
1216,119,acq
1217,87,acq
1218,361,acq
1219,61,acq
1220,48,acq
1221,32,acq
1222,75,acq
1223,140,acq
1224,98,acq
1225,99,acq
1226,71,acq
1227,108,acq
1228,122,acq
1229,121,acq
1230,337,acq
1231,26,acq
1232,283,acq
1233,335,acq
1234,268,acq
1235,71,acq
1236,77,acq
1237,65,acq
1238,273,acq
1239,203,acq
1240,203,acq
1241,76,acq
1242,136,acq
1243,74,acq
1244,432,acq
1245,129,acq
1246,884,acq
1247,133,acq
1248,47,acq
1249,20,acq
1250,36,acq
1251,587,acq
1252,104,acq
1253,118,acq
1254,191,acq
1255,18,acq
1256,16,acq
1257,126,acq
1258,283,acq
1259,385,acq
1260,362,acq
1261,180,acq
1262,199,acq
1263,45,acq
1264,77,acq
1265,240,acq
1266,22,acq
1267,207,acq
1268,160,acq
1269,41,acq
1270,96,acq
1271,108,acq
1272,398,acq
1273,82,acq
1274,318,acq
1275,81,acq
1276,103,acq
1277,101,acq
1278,239,acq
1279,136,acq
1280,20,acq
1281,189,acq
1282,20,acq
1283,154,acq
1284,67,acq
1285,58,acq
1286,76,acq
1287,22,acq
1288,178,acq
1289,555,acq
1290,482,acq
1291,123,acq
1292,219,acq
1293,126,acq
1294,84,acq
1295,73,acq
1296,71,acq
1297,42,acq
1298,49,acq
1299,63,acq
1300,72,acq
1301,90,acq
1302,119,acq
1303,735,acq
1304,285,acq
1305,39,acq
1306,99,acq
1307,67,acq
1308,99,acq
1309,97,acq
1310,222,acq
1311,82,acq
1312,595,acq
1313,165,acq
1314,241,acq
1315,26,acq
1316,476,acq
1317,225,acq
1318,120,acq
1319,198,acq
1320,176,acq
1321,104,acq
1322,87,acq
1323,379,acq
1324,124,acq
1325,126,acq
1326,92,acq
1327,303,acq
1328,106,acq
1329,106,acq
1330,28,acq
1331,140,acq
1332,123,acq
1333,47,acq
1334,104,acq
1335,28,acq
1336,47,acq
1337,362,acq
1338,205,acq
1339,58,acq
1340,110,acq
1341,24,acq
1342,72,acq
1343,254,acq
1344,143,acq
1345,105,acq
1346,378,acq
1347,78,acq
1348,89,acq
1349,76,acq
1350,82,acq
1351,122,acq
1352,87,acq
1353,93,acq
1354,214,acq
1355,94,acq
1356,321,acq
1357,20,acq
1358,355,acq
1359,18,acq
1360,32,acq
1361,335,acq
1362,390,acq
1363,128,acq
1364,32,acq
1365,132,acq
1366,89,acq
1367,150,acq
1368,743,acq
1369,62,acq
1370,69,acq
1371,82,acq
1372,104,acq
1373,104,acq
1374,106,acq
1375,112,acq
1376,134,acq
1377,20,acq
1378,253,acq
1379,434,acq
1380,29,acq
1381,67,acq
1382,48,acq
1383,22,acq
1384,16,acq
1385,119,acq
1386,54,acq
1387,312,acq
1388,110,acq
1389,95,acq
1390,88,acq
1391,313,acq
1392,30,acq
1393,69,acq
1394,143,acq
1395,453,acq
1396,500,acq
1397,679,acq
1398,109,acq
1399,24,acq
1400,106,acq
1401,207,acq
1402,224,acq
1403,22,acq
1404,80,acq
1405,114,acq
1406,371,acq
1407,32,acq
1408,115,acq
1409,155,acq
1410,116,acq
1411,276,acq
1412,32,acq
1413,28,acq
1414,77,acq
1415,359,acq
1416,127,acq
1417,211,acq
1418,225,acq
1419,108,acq
1420,79,acq
1421,124,acq
1422,125,acq
1423,34,acq
1424,93,acq
1425,22,acq
1426,123,acq
1427,81,acq
1428,199,acq
1429,115,acq
1430,165,acq
1431,107,acq
1432,115,acq
1433,224,acq
1434,119,acq
1435,120,acq
1436,203,acq
1437,120,acq
1438,111,acq
1439,75,acq
1440,26,acq
1441,300,acq
1442,131,acq
1443,131,acq
1444,81,acq
1445,73,acq
1446,18,acq
1447,122,acq
1448,128,acq
1449,409,acq
1450,114,acq
1451,63,acq
1452,426,acq
1453,118,acq
1454,117,acq
1455,95,acq
1456,585,acq
1457,159,acq
1458,214,acq
1459,523,acq
1460,71,acq
1461,92,acq
1462,375,acq
1463,70,acq
1464,32,acq
1465,85,acq
1466,401,acq
1467,100,acq
1468,183,acq
1469,24,acq
1470,209,acq
1471,135,acq
1472,56,acq
1473,108,acq
1474,18,acq
1475,89,acq
1476,34,acq
1477,229,acq
1478,36,acq
1479,49,acq
1480,117,acq
1481,115,acq
1482,177,acq
1483,255,acq
1484,49,acq
1485,562,acq
1486,104,acq
1487,114,acq
1488,28,acq
1489,165,acq
1490,334,acq
1491,124,acq
1492,112,acq
1493,92,acq
1494,103,acq
1495,125,acq
1496,67,acq
1497,227,acq
1498,101,acq
1499,143,acq
1500,185,acq
1501,87,acq
1502,24,acq
1503,125,acq
1504,26,acq
1505,303,acq
1506,30,acq
1507,118,acq
1508,122,acq
1509,185,acq
1510,125,acq
1511,632,acq
1512,84,acq
1513,120,acq
1514,489,acq
1515,52,acq
1516,177,acq
1517,87,acq
1518,150,acq
1519,132,acq
1520,89,acq
1521,131,acq
1522,292,acq
1523,620,acq
1524,24,acq
1525,76,acq
1526,126,acq
1527,289,acq
1528,46,acq
1529,26,acq
1530,203,acq
1531,288,acq
1532,75,acq
1533,104,acq
1534,202,acq
1535,312,acq
1536,109,acq
1537,87,acq
1538,22,acq
1539,119,acq
1540,147,acq
1541,92,acq
1542,522,acq
1543,331,acq
1544,112,acq
1545,165,acq
1546,39,acq
1547,154,acq
1548,284,acq
1549,121,acq
1550,246,acq
1551,61,acq
1552,114,acq
1553,106,acq
1554,87,acq
1555,300,acq
1556,142,acq
1557,115,acq
1558,56,acq
1559,132,acq
1560,75,acq
1561,78,acq
1562,16,acq
1563,90,acq
1564,20,acq
1565,28,acq
1566,453,acq
1567,73,acq
1568,359,acq
1569,127,acq
1570,130,acq
1571,26,acq
1572,167,acq
1573,24,acq
1574,102,acq
1575,220,acq
1576,410,acq
1577,231,acq
1578,251,acq
1579,299,acq
1580,236,acq
1581,217,acq
1582,161,acq
1583,410,acq
1584,106,acq
1585,165,acq
1586,114,acq
1587,20,acq
1588,161,acq
1589,239,acq
1590,68,acq
1591,76,acq
1592,26,acq
1593,118,acq
1594,30,acq
1595,166,acq
1596,165,acq
1597,225,acq
1598,93,acq
1599,130,acq
1600,166,acq
1601,239,acq
1602,280,acq
1603,88,acq
1604,69,acq
1605,141,acq
1606,118,acq
1607,258,acq
1608,38,acq
1609,32,acq
1610,20,acq
1611,85,acq
1612,454,acq
1613,294,acq
1614,352,acq
1615,98,acq
1616,65,acq
1617,114,acq
1618,93,acq
1619,102,acq
1620,311,acq
1621,355,acq
1622,51,acq
1623,108,acq
1624,28,acq
1625,78,acq
1626,101,acq
1627,166,acq
1628,111,acq
1629,85,acq
1630,28,acq
1631,165,acq
1632,151,acq
1633,74,acq
1634,815,acq
1635,332,acq
1636,225,acq
1637,68,acq
1638,471,acq
1639,175,acq
1640,490,acq
1641,104,acq
1642,78,acq
1643,102,acq
1644,40,acq
1645,154,acq
1646,91,acq
1647,91,acq
1648,71,acq
1649,70,acq
1650,177,acq
1651,152,acq
1652,137,acq
1653,623,acq
1654,70,acq
1655,238,acq
1656,225,acq
1657,188,acq
1658,111,acq
1659,126,acq
1660,22,acq
1661,18,acq
1662,291,acq
1663,219,acq
1664,118,acq
1665,103,acq
1666,206,acq
1667,139,acq
1668,62,acq
1669,111,acq
1670,92,acq
1671,80,acq
1672,323,acq
1673,84,acq
1674,24,acq
1675,201,acq
1676,550,acq
1677,59,acq
1678,16,acq
1679,134,acq
1680,150,acq
1681,86,acq
1682,267,acq
1683,139,acq
1684,98,acq
1685,71,acq
1686,22,acq
1687,594,acq
1688,91,acq
1689,91,acq
1690,90,acq
1691,183,acq
1692,53,acq
1693,66,acq
1694,97,acq
1695,81,acq
1696,131,acq
1697,214,acq
1698,113,acq
1699,133,acq
1700,99,acq
1701,114,acq
1702,66,acq
1703,79,acq
1704,99,acq
1705,144,acq
1706,87,acq
1707,81,acq
1708,62,acq
1709,218,acq
1710,301,acq
1711,95,acq
1712,99,acq
1713,90,acq
1714,198,acq
1715,320,acq
1716,321,acq
1717,109,acq
1718,256,acq
1719,380,acq
1720,113,acq
1721,26,acq
1722,323,acq
1723,83,acq
1724,222,acq
1725,196,acq
1726,141,acq
1727,47,acq
1728,70,acq
1729,98,acq
1730,84,acq
1731,32,acq
1732,20,acq
1733,148,acq
1734,80,acq
1735,291,acq
1736,82,acq
1737,88,acq
1738,44,acq
1739,278,acq
1740,60,acq
1741,10,acq
1742,30,acq
1743,167,acq
1744,72,acq
1745,119,acq
1746,79,acq
1747,173,acq
1748,122,acq
1749,73,acq
1750,131,acq
1751,303,acq
1752,117,acq
1753,144,acq
1754,50,acq
1755,108,acq
1756,49,acq
1757,148,acq
1758,131,acq
1759,150,acq
1760,320,acq
1761,104,acq
1762,104,acq
1763,76,acq
1764,73,acq
1765,114,acq
1766,48,acq
1767,93,acq
1768,93,acq
1769,126,acq
1770,69,acq
1771,108,acq
1772,69,acq
1773,24,acq
1774,104,acq
1775,342,acq
1776,36,acq
1777,93,acq
1778,101,acq
1779,24,acq
1780,98,acq
1781,221,acq
1782,111,acq
1783,221,acq
1784,113,acq
1785,89,acq
1786,118,acq
1787,532,acq
1788,108,acq
1789,109,acq
1790,482,acq
1791,121,acq
1792,208,acq
1793,77,acq
1794,178,acq
1795,104,acq
1796,277,acq
1797,116,acq
1798,26,acq
1799,271,acq
1800,206,acq
1801,115,acq
1802,94,acq
1803,83,acq
1804,250,acq
1805,817,acq
1806,74,acq
1807,113,acq
1808,54,acq
1809,50,acq
1810,138,acq
1811,144,acq
1812,111,acq
1813,151,acq
1814,118,acq
1815,18,acq
1816,141,acq
1817,115,acq
1818,61,acq
1819,88,acq
1820,128,acq
1821,84,acq
1822,125,acq
1823,40,acq
1824,57,acq
1825,52,acq
1826,161,acq
1827,69,acq
1828,47,acq
1829,28,acq
1830,83,acq
1831,75,acq
1832,201,acq
1833,115,acq
1834,95,acq
1835,124,acq
1836,28,acq
1837,22,acq
1838,124,acq
1839,160,acq
1840,177,acq
1841,574,acq
1842,135,acq
1843,87,acq
1844,107,acq
1845,92,acq
1846,92,acq
1847,36,acq
1848,278,acq
1849,105,acq
1850,82,acq
1851,578,acq
1852,259,acq
1853,49,acq
1854,67,acq
1855,24,acq
1856,365,acq
1857,93,acq
1858,377,acq
1859,118,acq
1860,48,acq
1861,109,acq
1862,64,acq
1863,156,acq
1864,74,acq
1865,132,acq
1866,311,acq
1867,301,acq
1868,909,acq
1869,179,acq
1870,195,acq
1871,254,acq
1872,251,acq
